Dates,san,bbva
14/11/2001,34472205,21499100
15/11/2001,30346710,24880217
16/11/2001,17576881,12939333
19/11/2001,14433650,13483878
20/11/2001,20057986,16201097
21/11/2001,22541298,14038162
22/11/2001,12436204,10148082
23/11/2001,24501434,16303361
26/11/2001,25354165,14980162
27/11/2001,33150015,26087093
28/11/2001,31943486,18285787
29/11/2001,29416324,20558607
30/11/2001,34870107,26467653
03/12/2001,19108659,13949429
04/12/2001,30317150,23032541
05/12/2001,27040145,22132873
06/12/2001,27040145,22132873
07/12/2001,34621355,37993714
10/12/2001,13372031,18760047
11/12/2001,51290678,18270973
12/12/2001,19903106,18612180
13/12/2001,29523558,22417480
14/12/2001,21205044,21430798
17/12/2001,27606016,21696150
18/12/2001,43539644,28683353
19/12/2001,175278525,42355773
20/12/2001,57844638,41216404
21/12/2001,77591318,35825052
24/12/2001,77591318,35825052
25/12/2001,77591318,35825052
26/12/2001,77591318,35825052
27/12/2001,38813008,42365801
28/12/2001,63917610,53121268
31/12/2001,63917610,53121268
01/01/2002,63917610,53121268
02/01/2002,32417987,19310883
03/01/2002,25543223,50450813
04/01/2002,44736169,31947826
07/01/2002,55612283,60053277
08/01/2002,24997342,31422896
09/01/2002,33647762,27368672
10/01/2002,50108157,46366915
11/01/2002,46368377,30928927
14/01/2002,38193262,44327446
15/01/2002,44556925,31904920
16/01/2002,65374421,27198139
17/01/2002,25777760,19574606
18/01/2002,24313616,20691362
21/01/2002,22582195,9050901
22/01/2002,27067042,21333081
23/01/2002,97606938,20934987
24/01/2002,49855080,17267638
25/01/2002,62093221,14235190
28/01/2002,29272544,20156707
29/01/2002,41080201,26105780
30/01/2002,45508338,23912648
31/01/2002,28526336,13461521
01/02/2002,31551070,12598639
04/02/2002,46335084,19204952
05/02/2002,42473137,17746204
06/02/2002,53615992,17142036
07/02/2002,25862856,20659295
08/02/2002,20117952,41525620
11/02/2002,19902728,43132864
12/02/2002,31291291,23061975
13/02/2002,29458616,23058275
14/02/2002,31435956,52590872
15/02/2002,36471036,21810490
18/02/2002,17899933,12356910
19/02/2002,24513575,22172184
20/02/2002,19752198,29660504
21/02/2002,16202890,22893331
22/02/2002,17382332,15296489
25/02/2002,23851638,15528983
26/02/2002,86729414,31721883
27/02/2002,30118849,19153795
28/02/2002,42501532,22142215
01/03/2002,14941608,16097790
04/03/2002,101422954,24608474
05/03/2002,32329426,20904815
06/03/2002,31954151,16580404
07/03/2002,35295048,18908088
08/03/2002,31135295,16148392
11/03/2002,26433337,13183845
12/03/2002,17853701,25056473
13/03/2002,25225274,13358885
14/03/2002,17774209,11909321
15/03/2002,35854160,34098039
18/03/2002,18003493,15036874
19/03/2002,28627215,30516348
20/03/2002,22903506,20537738
21/03/2002,22688498,16206536
22/03/2002,15735454,12888864
25/03/2002,26813551,17972213
26/03/2002,28154113,20588454
27/03/2002,38146517,50163590
28/03/2002,20395752,20393605
29/03/2002,20395752,20393605
01/04/2002,20395752,20393605
02/04/2002,37855160,59115394
03/04/2002,17307414,18114074
04/04/2002,53050075,72494564
05/04/2002,17546218,48370310
08/04/2002,25885424,57821495
09/04/2002,23754500,38249026
10/04/2002,21912493,29581035
11/04/2002,21983625,57172266
12/04/2002,45671938,17994775
15/04/2002,40291929,28237918
16/04/2002,43135512,28143418
17/04/2002,40074789,22367021
18/04/2002,27614258,15956653
19/04/2002,44037952,26110725
22/04/2002,20538688,18881667
23/04/2002,82922130,15085768
24/04/2002,43804162,17283251
25/04/2002,41136542,17167699
26/04/2002,50799601,31286901
29/04/2002,52136542,16329308
30/04/2002,32796552,18641766
01/05/2002,32796552,18641766
02/05/2002,43208922,21295862
03/05/2002,57946344,21981779
06/05/2002,15200509,10423663
07/05/2002,77393555,25625893
08/05/2002,41326020,28250654
09/05/2002,19272504,19060089
10/05/2002,25162425,11275112
13/05/2002,16807726,34145362
14/05/2002,46333578,40367070
15/05/2002,18295162,35160473
16/05/2002,35113004,14658106
17/05/2002,40845364,14042564
20/05/2002,32347119,28022674
21/05/2002,34047338,16096518
22/05/2002,35785979,22774623
23/05/2002,38183984,17501811
24/05/2002,15242390,11443276
27/05/2002,9199828,5219765
28/05/2002,11839710,10182746
29/05/2002,28505969,20002634
30/05/2002,26266993,16598589
31/05/2002,20071633,12489416
03/06/2002,11872569,13903675
04/06/2002,30041693,16307913
05/06/2002,36099338,12603385
06/06/2002,44046563,16812666
07/06/2002,29292462,38082078
10/06/2002,51825850,9713028
11/06/2002,30016108,13881305
12/06/2002,31724270,30619877
13/06/2002,23680357,14833875
14/06/2002,36456963,19701062
17/06/2002,23058824,16037312
18/06/2002,43164841,18838510
19/06/2002,30044002,22749716
20/06/2002,23972580,19876413
21/06/2002,64608316,36730897
24/06/2002,64399529,33849504
25/06/2002,37123236,16277155
26/06/2002,31862728,23705805
27/06/2002,53225558,39401920
