Dates,san,bbva
07/03/2000,10.0139,14.6225
08/03/2000,9.913,14.5936
09/03/2000,10.0506,14.7954
10/03/2000,10.2156,14.7281
13/03/2000,10.3165,14.6129
14/03/2000,10.3165,14.267
15/03/2000,10.2064,14.1709
16/03/2000,10.5274,14.1805
17/03/2000,10.7383,14.7954
20/03/2000,10.8209,14.6129
21/03/2000,10.7842,14.584
22/03/2000,10.7292,14.805
23/03/2000,10.6374,14.9395
24/03/2000,10.4265,14.7666
27/03/2000,10.4632,14.6897
28/03/2000,10.4265,14.8915
29/03/2000,10.5549,14.7954
30/03/2000,10.454,14.4303
31/03/2000,10.3257,14.4784
03/04/2000,10.2982,14.5264
04/04/2000,10.3532,14.7954
05/04/2000,10.4449,14.9011
06/04/2000,10.2706,15.0644
07/04/2000,10.0781,15.0932
10/04/2000,10.1881,15.2085
11/04/2000,10.1789,15.0164
12/04/2000,10.3532,15.2277
13/04/2000,10.2615,14.8723
14/04/2000,10.4999,15.0452
17/04/2000,9.9955,14.1709
18/04/2000,10.2706,14.6032
19/04/2000,10.1789,14.488
20/04/2000,10.0597,14.5456
21/04/2000,10.0597,14.5456
24/04/2000,10.0597,14.5456
25/04/2000,10.2064,14.4111
26/04/2000,10.4907,14.4111
27/04/2000,10.4999,14.3727
28/04/2000,10.3165,14.3823
01/05/2000,10.3165,14.3823
02/05/2000,10.4999,14.4111
03/05/2000,10.5549,14.4111
04/05/2000,10.2615,14.315
05/05/2000,10.3899,14.0748
08/05/2000,10.2431,13.9596
09/05/2000,10.234,13.6905
10/05/2000,9.9589,13.6713
11/05/2000,9.537,13.6905
12/05/2000,9.858,13.9211
15/05/2000,9.8488,13.7578
16/05/2000,9.8947,13.6425
17/05/2000,9.858,13.7866
18/05/2000,9.537,13.8731
19/05/2000,9.5829,13.8443
22/05/2000,9.3995,13.6617
23/05/2000,9.3903,13.2966
24/05/2000,9.2161,13.3159
25/05/2000,9.372,13.5945
26/05/2000,9.4086,13.998
29/05/2000,9.4545,14.267
30/05/2000,9.482,14.1709
31/05/2000,9.6379,14.3342
01/06/2000,9.5829,14.315
02/06/2000,9.913,14.5552
05/06/2000,10.0781,15.0836
06/06/2000,9.9955,14.9972
07/06/2000,9.6654,15.0452
08/06/2000,9.9405,14.9299
09/06/2000,9.9497,14.8915
12/06/2000,9.8121,14.9107
13/06/2000,9.7113,14.8915
14/06/2000,9.6471,15.0932
15/06/2000,9.6562,15.1605
16/06/2000,9.858,15.2758
19/06/2000,9.9313,14.9299
20/06/2000,9.8947,15.0452
21/06/2000,9.7296,14.8146
22/06/2000,9.7204,14.805
23/06/2000,9.9313,14.6225
26/06/2000,9.858,14.7185
27/06/2000,9.8947,14.9491
28/06/2000,9.9864,14.757
29/06/2000,9.9589,14.757
30/06/2000,9.913,14.7185
03/07/2000,10.0506,14.8819
04/07/2000,10.0047,15.0164
05/07/2000,10.2706,15.0644
06/07/2000,10.1147,14.8915
07/07/2000,10.2982,15.0932
10/07/2000,10.3165,15.1413
11/07/2000,10.3623,14.9875
12/07/2000,10.0964,14.7954
13/07/2000,10.1789,14.6993
14/07/2000,10.234,14.7185
17/07/2000,10.3165,14.7474
18/07/2000,10.1606,14.6993
19/07/2000,10.1973,14.7089
20/07/2000,10.2798,14.8819
21/07/2000,10.234,15.1124
24/07/2000,10.2156,14.8434
25/07/2000,10.3073,15.0836
26/07/2000,10.2523,15.0836
27/07/2000,10.2798,14.8915
